U,E_p,V,S,E_GS,Coh,E_p_bits
-5.510204081632653,0.2489482359081252,0.7346938775510204,0.5202530935307778,-12.859583911008755,0.5460460323833884,0.359156385382708
-5.510204081632653,0.20740730275394514,0.8979591836734694,0.4750099798202255,-12.690669049526878,0.5224138848325524,0.29922548712727304
-5.510204081632653,0.17015987317673376,1.0612244897959184,0.4352038853569772,-12.548821176077626,0.4988050437167743,0.24548880519036853
-5.510204081632653,0.1388863228957684,1.2244897959183674,0.4019851830809005,-12.42921301611752,0.476643402380861,0.20037060928902806
-5.510204081632653,0.11354742612969848,1.3877551020408163,0.375011878572275,-12.327606414732026,0.4565512694538251,0.16381430858302215
-5.510204081632653,0.09334651775951452,1.5510204081632653,0.3533490499573532,-12.240510077765256,0.4386472150209093,0.1346705582559049
-5.510204081632653,0.07731571779499236,1.7142857142857142,0.33597437782411166,-12.165142272638397,0.4228010045425038,0.11154300264560613
-5.510204081632653,0.06456967025947091,1.8775510204081634,0.3219821608373672,-12.099318147186414,0.4087877218571626,0.09315434307517423
-5.510204081632653,0.05438063841755736,2.0408163265306123,0.31063491907558244,-12.041327256489325,0.3963649302422009,0.0784546773653858
-5.510204081632653,0.04617569314877401,2.204081632653061,0.30135285471226486,-11.989826558171096,0.3853054566717809,0.06661744351534704
-5.510204081632653,0.03952318095412122,2.36734693877551,0.2936967127352232,-11.943754825328678,0.37541267905676173,0.05701989716266764
-5.510204081632653,0.03408458230361555,2.5306122448979593,0.28732327381626843,-11.902265856166352,0.3665098694530354,0.04917365786019845
-5.510204081632653,0.02958814759243622,2.693877551020408,0.2819555604101824,-11.864683113234815,0.3584782000835788,0.04268667380069813
-5.510204081632653,0.02586116633157265,2.857142857142857,0.2774200510373417,-11.830451912306923,0.3511789880865783,0.03730977641816402
-5.510204081632653,0.022733478688005127,3.020408163265306,0.27356046782549975,-11.799117452085024,0.3445163098043928,0.03279747696534008
-5.510204081632653,0.020038385251850865,3.183673469387755,0.2704106085564167,-11.770186757455193,0.33835547749818734,0.028909279030267854
-5.510204081632653,0.017910257953232867,3.3469387755102042,0.2675280696263238,-11.74353894092785,0.33257785995685096,0.025839040330171148
-5.510204081632653,0.015988808297375146,3.510204081632653,0.26499107744277206,-11.718991119066102,0.3274848791561558,0.023066974440347554
-5.510204081632653,0.014274322641331327,3.673469387755102,0.26036002001317277,-11.695586780651501,0.3206064501393921,0.020593494486698116
-5.510204081632653,0.0130623123530349,3.836734693877551,0.26144678989645914,-11.672338773517094,0.31470254399333886,0.01884493325426595
-5.510204081632653,0.011718818366509787,4.0,0.25877838640610296,-11.654935158575366,0.3139995051432128,0.016906681142442093
-5.26530612244898,0.04228088973515498,-4.0,0.24986400234812473,-35.114324116273636,0.26207145112795216,0.06099842994528082
-5.26530612244898,0.014898813920757314,-3.836734693877551,0.24061496388117937,-34.16028053540698,0.26754513152500065,0.021494444958603864
-5.26530612244898,0.008006339416581243,-3.673469387755102,0.2400668705092542,-33.201714979950886,0.26772578846582584,0.011550706171975733
-5.26530612244898,0.008327634332788714,-3.510204081632653,0.2427447904347674,-32.244505228543446,0.2730511066938878,0.012014236754251506
-5.26530612244898,0.008690885640764812,-3.3469387755102042,0.2456792171551839,-31.289045263213186,0.2785023617308031,0.012538297614864469
-5.26530612244898,0.009798576859950225,-3.183673469387755,0.24919200918027834,-30.335579921208968,0.2849083682451777,0.014136358243619362
-5.26530612244898,0.009606533737076539,-3.020408163265306,0.2525790684994379,-29.384379107114857,0.29054153228478635,0.013859298582612922
-5.26530612244898,0.010436305335138396,-2.857142857142857,0.2567400612574561,-28.435733057836924,0.29741567454365087,0.015056405952207363
-5.26530612244898,0.011295023755822253,-2.693877551020408,0.2613637307113318,-27.489999488463326,0.30468694147676234,0.016295274759247746
-5.26530612244898,0.012496432526889034,-2.5306122448979593,0.2666325941782932,-26.547596011617546,0.31265067302853383,0.018028541235346474
-5.26530612244898,0.013746166856025255,-2.36734693877551,0.27250536788043045,-25.60901605574462,0.32106177088670446,0.019831526754420015
-5.26530612244898,0.015527860031689933,-2.204081632653061,0.2792378651901854,-24.674845283120412,0.3303420795988291,0.02240196666333727
-5.26530612244898,0.01774643473472337,-2.0408163265306123,0.28688493032984325,-23.745778530990684,0.34041192281984883,0.0256026933852449
-5.26530612244898,0.02057686731636288,-1.8775510204081634,0.2955984560272883,-22.82264457264927,0.35140322055104556,0.029686144434347028
-5.26530612244898,0.024201116240818665,-1.7142857142857142,0.30553623507686173,-21.906432695110645,0.36343759621242516,0.03491483038460652
-5.26530612244898,0.028891803773627656,-1.5510204081632653,0.3168891279430395,-20.99832803277254,0.37668974298852276,0.04168206202654989
-5.26530612244898,0.03501896700153284,-1.3877551020408163,0.3298824330671434,-20.099759747560192,0.3913831326758971,0.05052169003016571
-5.26530612244898,0.043216844424686984,-1.2244897959183674,0.3448618836639795,-19.212476830811365,0.4079147279751473,0.06234872713436568
-5.26530612244898,0.05451960197549144,-1.0612244897959184,0.3624023697350453,-18.33869045319585,0.42692470698395485,0.07865515940128143
-5.26530612244898,0.07086466098036603,-0.8979591836734694,0.3836828501809685,-17.48138921528269,0.44957739694271515,0.10223609497065178
-5.26530612244898,0.09614734969522298,-0.7346938775510204,0.41138927506944745,-16.64513332241474,0.47798810777763984,0.13871130459991576
-5.26530612244898,0.1383594180787846,-0.5714285714285714,0.4518874092429817,-15.83825057570904,0.5156310511016122,0.19961044632254543
-5.26530612244898,0.2101344805773404,-0.40816326530612246,0.5180303668075943,-15.079044543665688,0.5648705453727552,0.30315997304870734
-5.26530612244898,0.30307479359116063,-0.24489795918367346,0.6119076550966016,-14.408100632125633,0.6083833874609772,0.4372445017324136
-5.26530612244898,0.35124807895990506,-0.08163265306122448,0.6712782572140703,-13.874069355879481,0.6399334516715548,0.5067438616372302
-5.26530612244898,0.3539448702359065,0.08163265306122448,0.6719545806889913,-13.463849411700249,0.6394257513099739,0.5106345090374305
-5.26530612244898,0.3424178495867112,0.24489795918367346,0.6493273609605055,-13.130200494013133,0.6250947055029453,0.4940045335106116
